theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
1.5,23713.737056616552,10000000000.0,5.564499337810334e-26,5.573229717027183e-26,0.0015689424486990955
1.5,31622.776601683792,10000000000.0,6.641676856269167e-26,6.674958973021919e-26,0.005011101484309055
1.5,42169.65034285822,10000000000.0,7.761155574068586e-26,7.835051485631585e-26,0.009521251166501266
1.5,56234.13251903491,10000000000.0,8.813958871992468e-26,8.845790496912624e-26,0.003611501412980944
1.5,74989.42093324558,10000000000.0,1.019763083573126e-25,1.0265722126806326e-25,0.006677167684525642
1.5,100000.0,10000000000.0,1.1872970973079552e-25,1.186089201926029e-25,-0.0010173488882141424
1.5,133352.1432163324,10000000000.0,1.3297101933406038e-25,1.3274377717161451e-25,-0.0017089600695243679
1.5,177827.94100389228,10000000000.0,1.4313948604399893e-25,1.429756949500077e-25,-0.0011442761079978325
1.5,237137.37056616554,10000000000.0,1.5097570119739666e-25,1.5103415309936173e-25,0.00038716099015601024
1.5,316227.7660168379,10000000000.0,1.5382140640496105e-25,1.5360163006665195e-25,-0.0014287760295892404
1.5,421696.5034285822,10000000000.0,1.577284682666473e-25,1.5744175623550748e-25,-0.0018177570244016783
1.5,562341.3251903491,10000000000.0,1.5044071361449515e-25,1.5004385358565867e-25,-0.0026379828924065762
1.5,749894.2093324559,10000000000.0,1.304621438835452e-25,1.3000271841975468e-25,-0.0035215231799397007
1.5,1000000.0,10000000000.0,1.24209146597476e-25,1.2362290129241139e-25,-0.004719823951165547
1.5,1000.0,100000000000000.0,7.301775511184019e-26,6.92897038433183e-26,-0.05105677739354886
1.5,1333.521432163324,100000000000000.0,1.0934905852803377e-25,1.043690444188141e-25,-0.04554235926908268
1.5,1778.2794100389228,100000000000000.0,1.4513055637343264e-25,1.425267646839982e-25,-0.017941030162763716
1.5,2371.373705661655,100000000000000.0,1.8715317859604567e-25,1.7897973801814088e-25,-0.04367246465819574
1.5,3162.2776601683795,100000000000000.0,2.1835404902461077e-25,2.238437544050071e-25,0.025141303332449683
1.5,4216.965034285822,100000000000000.0,2.418473783798304e-25,2.4466292737427193e-25,0.011641842112589007
1.5,5623.413251903491,100000000000000.0,2.5747252650666375e-25,2.502829701818829e-25,-0.02792358634269576
1.5,7498.942093324558,100000000000000.0,2.6672276329641244e-25,2.6510789579968604e-25,-0.006054479478123098
1.5,10000.0,100000000000000.0,2.6751612071239446e-25,2.7002930925893256e-25,0.009394531214961921
1.5,13335.21432163324,100000000000000.0,2.6495248973762925e-25,2.625974531471497e-25,-0.008888524100345796
1.5,17782.794100389227,100000000000000.0,2.6396925444660737e-25,2.6537459777017663e-25,0.005323890187572955
1.5,23713.737056616552,100000000000000.0,2.591093682052635e-25,2.583578274983095e-25,-0.0029004767838367584
1.5,31622.776601683792,100000000000000.0,2.4872475735677565e-25,2.499231923928933e-25,0.004818318244044217
1.5,42169.65034285822,100000000000000.0,2.339380506537989e-25,2.3618668926327e-25,0.009612111425168823
1.5,56234.13251903491,100000000000000.0,2.1223674222236867e-25,2.119537539274183e-25,-0.0013333614716619646
1.5,74989.42093324558,100000000000000.0,1.870072949821994e-25,1.865954690227447e-25,-0.002202191949217336
1.5,100000.0,100000000000000.0,1.585949734661965e-25,1.5761063243768709e-25,-0.006206634466376704
1.5,133352.1432163324,100000000000000.0,1.2661689679579379e-25,1.2616948131983877e-25,-0.0035336158702151677
1.5,177827.94100389228,100000000000000.0,9.445458079593048e-26,9.444278263306967e-26,-0.0001249083184889921
